supplier_name,sector,supplier_type,rating,on_time_pct,defect_rate_pct,active_discount,speed_class
Apex Components Co.,Appliance,Parts,A+,93.7,1.2,10% Enterprise Vol,Standard (3-5 Days)
Titan Industries Global,Appliance,Parts,B,90.8,1.3,No Auth Discount,Next-Day Air
Precision Resources International,Appliance,Parts,A+,98.5,2.0,10% Enterprise Vol,2-Day Priority
Eco Solutions LLC,Appliance,Parts,A,99.0,1.5,5% Preferred Partner,Standard (3-5 Days)
Optimal Parts Corp.,Appliance,Parts,B,91.9,3.9,No Auth Discount,Standard (3-5 Days)
Dynamic Engineering Ltd.,Appliance,Parts,A,96.3,3.3,5% Preferred Partner,Standard (3-5 Days)
Precision Manufacturing Solutions,Appliance,Parts,A+,90.4,3.4,10% Enterprise Vol,Next-Day Air
Optimal Industries Inc.,Appliance,Parts,B+,94.3,2.8,Net-30 Terms,Next-Day Air
Global Components Group,Appliance,Parts,B+,95.1,1.6,Net-30 Terms,Next-Day Air
Industrial Services Group,Appliance,Parts,B+,92.0,1.0,Net-30 Terms,Next-Day Air
Global Tech Group,Appliance,Parts,A,91.9,1.9,5% Preferred Partner,Next-Day Air
Summit Engineering Partners,Appliance,Parts,B+,93.5,1.0,Net-30 Terms,Next-Day Air
Elite Enterprises Group,Appliance,Parts,B,95.1,1.1,No Auth Discount,2-Day Priority
Dynamic Parts Global,Appliance,Parts,A,97.8,3.3,5% Preferred Partner,Standard (3-5 Days)
Eco Supply Co.,Appliance,Parts,A+,93.3,1.8,10% Enterprise Vol,Standard (3-5 Days)
Industrial Solutions LLC,Appliance,Parts,B,98.5,2.5,No Auth Discount,Next-Day Air
Apex Works Partners,Appliance,Parts,A+,96.8,3.8,10% Enterprise Vol,2-Day Priority
Titan Systems Co.,Appliance,Parts,A+,90.0,1.0,10% Enterprise Vol,Next-Day Air
Industrial Resources Corp.,Appliance,Parts,B,94.4,1.9,No Auth Discount,Next-Day Air
Smart Engineering Corp.,Appliance,Parts,A,95.4,3.9,5% Preferred Partner,Standard (3-5 Days)
Global Tech Co.,Appliance,Parts,A,93.7,1.7,5% Preferred Partner,2-Day Priority
Industrial Manufacturing Inc.,Appliance,Parts,B+,90.0,3.0,Net-30 Terms,Standard (3-5 Days)
Vortex Engineering LLC,Appliance,Parts,B,95.9,3.9,No Auth Discount,Standard (3-5 Days)
Precision Industries Ltd.,Appliance,Parts,B,96.2,1.7,No Auth Discount,2-Day Priority
Rapid Tech LLC,Appliance,Parts,B+,90.9,1.4,Net-30 Terms,2-Day Priority
Structural Works Solutions,Appliance,Parts,B+,97.7,3.2,Net-30 Terms,2-Day Priority
Eco Industries Global,Appliance,Parts,B+,93.5,2.0,Net-30 Terms,2-Day Priority
Eco Tech Global,Appliance,Parts,B+,97.8,2.8,Net-30 Terms,Next-Day Air
Elite Parts LLC,Appliance,Parts,B,96.5,3.5,No Auth Discount,2-Day Priority
Advanced Industries Global,Appliance,Parts,B+,96.4,1.4,Net-30 Terms,2-Day Priority
Advanced Parts Ltd.,Appliance,Parts,B,93.8,1.3,No Auth Discount,Next-Day Air
Summit Parts Ltd.,Appliance,Parts,B+,96.2,2.2,Net-30 Terms,Next-Day Air
Eco Services Ltd.,Appliance,Parts,A+,91.4,1.4,10% Enterprise Vol,2-Day Priority
Prime Enterprises LLC,Appliance,Parts,B+,98.5,2.0,Net-30 Terms,2-Day Priority
Rapid Works Global,Appliance,Parts,B,94.4,1.9,No Auth Discount,Next-Day Air
Omni Supply LLC,Appliance,Parts,B,93.2,2.7,No Auth Discount,Standard (3-5 Days)
Unified Tech Group,Appliance,Parts,A,93.5,2.5,5% Preferred Partner,Next-Day Air
Advanced Parts Global,Appliance,Parts,B+,97.4,1.4,Net-30 Terms,2-Day Priority
Global Resources Inc.,Appliance,Parts,A,94.2,2.7,5% Preferred Partner,Standard (3-5 Days)
Omni Services LLC,Appliance,Parts,B,98.4,3.9,No Auth Discount,Standard (3-5 Days)
Titan Resources Co.,Appliance,Parts,B,98.3,3.3,No Auth Discount,Standard (3-5 Days)
Optimal Networks Inc.,Appliance,Parts,B+,94.1,2.6,Net-30 Terms,2-Day Priority
Vortex Components International,Appliance,Parts,A+,96.3,2.8,10% Enterprise Vol,Next-Day Air
Industrial Logistics Co.,Appliance,Parts,B,92.6,3.1,No Auth Discount,Next-Day Air
Optimal Works Global,Appliance,Parts,A,96.0,1.5,5% Preferred Partner,Standard (3-5 Days)
Vortex Industries International,Appliance,Parts,B,90.3,3.3,No Auth Discount,Standard (3-5 Days)
Structural Dynamics LLC,Appliance,Parts,B+,95.8,3.8,Net-30 Terms,2-Day Priority
Smart Engineering Ltd.,Appliance,Parts,A,95.2,1.7,5% Preferred Partner,2-Day Priority
Summit Resources Solutions,Appliance,Parts,B,92.0,2.5,No Auth Discount,Next-Day Air
Core Manufacturing LLC,Appliance,Product,B+,92.2,2.2,Net-30 Terms,Next-Day Air
Global Supply Inc.,Appliance,Product,A,98.0,3.5,5% Preferred Partner,2-Day Priority
Eco Logistics Corp.,Appliance,Product,B+,91.1,2.6,Net-30 Terms,2-Day Priority
Smart Components Global,Appliance,Product,B+,99.3,1.8,Net-30 Terms,Standard (3-5 Days)
Core Industries International,Appliance,Product,B,90.6,3.1,No Auth Discount,Next-Day Air
Titan Industries Corp.,Appliance,Product,B,96.8,1.3,No Auth Discount,Next-Day Air
Industrial Resources International,Appliance,Product,A,91.8,3.3,5% Preferred Partner,Standard (3-5 Days)
Structural Industries Ltd.,Appliance,Product,A,97.0,2.5,5% Preferred Partner,Next-Day Air
Industrial Industries International,Appliance,Product,A+,98.7,1.2,10% Enterprise Vol,Standard (3-5 Days)
Eco Tech Co.,Appliance,Product,A,91.0,2.5,5% Preferred Partner,Next-Day Air
Vortex Networks Group,Appliance,Product,B,99.1,2.1,No Auth Discount,Standard (3-5 Days)
Vortex Manufacturing LLC,Appliance,Product,A,90.4,2.9,5% Preferred Partner,2-Day Priority
Unified Works Solutions,Appliance,Product,B,96.3,2.3,No Auth Discount,2-Day Priority
Apex Solutions Inc.,Appliance,Product,B+,97.2,2.2,Net-30 Terms,Next-Day Air
Summit Logistics Group,Appliance,Product,B,93.6,2.1,No Auth Discount,Standard (3-5 Days)
Core Parts LLC,Appliance,Product,B+,95.5,1.0,Net-30 Terms,Next-Day Air
Unified Parts LLC,Appliance,Product,B,96.8,3.3,No Auth Discount,Standard (3-5 Days)
Core Resources Global,Appliance,Product,A,90.7,2.7,5% Preferred Partner,Standard (3-5 Days)
Optimal Components Group,Appliance,Product,A+,90.5,2.0,10% Enterprise Vol,2-Day Priority
Apex Components Solutions,Appliance,Product,B,99.0,3.5,No Auth Discount,2-Day Priority
Nexus Parts Ltd.,Appliance,Product,A+,93.2,1.2,10% Enterprise Vol,Standard (3-5 Days)
Nexus Dynamics Group,Appliance,Product,A,98.2,1.7,5% Preferred Partner,2-Day Priority
Elite Engineering Ltd.,Appliance,Product,A,97.5,3.5,5% Preferred Partner,2-Day Priority
Optimal Works Partners,Appliance,Product,A,94.1,2.1,5% Preferred Partner,Standard (3-5 Days)
Precision Components Co.,Appliance,Product,A,97.4,3.9,5% Preferred Partner,Standard (3-5 Days)
Rapid Services Co.,Appliance,Product,B+,97.4,1.4,Net-30 Terms,2-Day Priority
Rapid Systems Group,Appliance,Product,B+,90.7,2.2,Net-30 Terms,Next-Day Air
Core Engineering International,Appliance,Product,A+,95.9,3.4,10% Enterprise Vol,Next-Day Air
Optimal Dynamics Global,Appliance,Product,B,91.2,3.7,No Auth Discount,Next-Day Air
Nexus Logistics Group,Appliance,Product,A,94.0,1.5,5% Preferred Partner,Standard (3-5 Days)
Industrial Solutions Partners,Appliance,Product,A+,90.8,1.8,10% Enterprise Vol,Standard (3-5 Days)
Smart Systems Partners,Appliance,Product,B,97.2,2.7,No Auth Discount,Standard (3-5 Days)
Dynamic Works LLC,Appliance,Product,A+,98.3,3.8,10% Enterprise Vol,2-Day Priority
Precision Industries Partners,Appliance,Product,A+,98.6,1.6,10% Enterprise Vol,Next-Day Air
Apex Resources Ltd.,Appliance,Product,B+,94.8,2.8,Net-30 Terms,Next-Day Air
Elite Dynamics LLC,Appliance,Product,A,94.5,3.5,5% Preferred Partner,2-Day Priority
Prime Services Co.,Appliance,Product,A,93.6,1.1,5% Preferred Partner,2-Day Priority
Elite Dynamics Partners,Appliance,Product,B,99.3,1.3,No Auth Discount,Next-Day Air
Rapid Logistics Inc.,Appliance,Product,A,93.2,2.7,5% Preferred Partner,Standard (3-5 Days)
Apex Parts Co.,Appliance,Product,A+,94.6,3.6,10% Enterprise Vol,Standard (3-5 Days)
Structural Resources Ltd.,Appliance,Product,A,92.6,1.1,5% Preferred Partner,2-Day Priority
Vortex Dynamics Ltd.,Appliance,Product,A,95.0,2.5,5% Preferred Partner,Next-Day Air
Global Parts Co.,Appliance,Product,A+,91.7,1.2,10% Enterprise Vol,Standard (3-5 Days)
Apex Tech Partners,Appliance,Product,B,95.6,2.1,No Auth Discount,Standard (3-5 Days)
Titan Logistics Solutions,Appliance,Product,B+,90.6,1.6,Net-30 Terms,Next-Day Air
Dynamic Dynamics Co.,Appliance,Product,B,94.5,1.5,No Auth Discount,Standard (3-5 Days)
Advanced Supply LLC,Appliance,Product,B,92.6,1.1,No Auth Discount,2-Day Priority
Global Tech Partners,Appliance,Product,A+,96.7,2.2,10% Enterprise Vol,Next-Day Air
Rapid Works Group,Appliance,Product,A+,98.0,1.0,10% Enterprise Vol,Next-Day Air
Titan Solutions Ltd.,Appliance,Product,B+,98.8,1.8,Net-30 Terms,Standard (3-5 Days)
Apex Solutions Corp.,Appliance,Product,B,91.5,1.5,No Auth Discount,Standard (3-5 Days)
Eco Services Global,Appliance,Product,A,94.0,3.5,5% Preferred Partner,2-Day Priority
Nexus Components Ltd.,Appliance,Product,B+,91.3,3.8,Net-30 Terms,2-Day Priority
Titan Solutions Co.,Appliance,Product,B,90.8,2.3,No Auth Discount,2-Day Priority
Omni Services Co.,Appliance,Product,B+,96.7,1.2,Net-30 Terms,Standard (3-5 Days)
Rapid Engineering Solutions,Appliance,Product,A+,99.3,1.8,10% Enterprise Vol,Standard (3-5 Days)
Elite Solutions LLC,Appliance,Product,B+,92.1,3.6,Net-30 Terms,Standard (3-5 Days)
Vortex Manufacturing Global,Appliance,Product,B+,98.3,1.8,Net-30 Terms,Standard (3-5 Days)
Eco Solutions Co.,Appliance,Product,A+,94.7,2.2,10% Enterprise Vol,Next-Day Air
Industrial Dynamics Partners,Appliance,Product,A,92.3,3.3,5% Preferred Partner,Standard (3-5 Days)
Vortex Systems Inc.,Appliance,Product,A,92.6,3.1,5% Preferred Partner,Next-Day Air
Titan Tech Ltd.,Appliance,Product,A+,96.2,3.2,10% Enterprise Vol,2-Day Priority
Elite Logistics LLC,Appliance,Product,B+,98.0,2.0,Net-30 Terms,2-Day Priority
Optimal Networks Solutions,Appliance,Product,B+,91.7,2.2,Net-30 Terms,Next-Day Air
Rapid Resources Group,Appliance,Product,A+,93.0,2.0,10% Enterprise Vol,2-Day Priority
Summit Services Partners,Appliance,Product,B,91.5,1.5,No Auth Discount,Standard (3-5 Days)
Rapid Works Partners,Appliance,Product,A,97.2,3.7,5% Preferred Partner,Next-Day Air
Structural Logistics International,Appliance,Product,B+,95.1,3.6,Net-30 Terms,Standard (3-5 Days)
Rapid Industries Inc.,Appliance,Product,A+,98.6,1.6,10% Enterprise Vol,Next-Day Air
Advanced Enterprises Partners,Appliance,Product,B+,92.9,1.4,Net-30 Terms,2-Day Priority
Eco Solutions Solutions,Appliance,Product,B+,91.7,2.2,Net-30 Terms,Next-Day Air
Summit Systems Inc.,Appliance,Product,A,95.6,2.1,5% Preferred Partner,Standard (3-5 Days)
Nexus Tech International,Appliance,Product,B,91.8,1.3,No Auth Discount,Next-Day Air
Precision Engineering Co.,Appliance,Product,B+,90.3,2.8,Net-30 Terms,Next-Day Air
Omni Systems Partners,Appliance,Product,A+,98.8,1.8,10% Enterprise Vol,Standard (3-5 Days)
Rapid Works Inc.,Appliance,Product,A,91.4,3.9,5% Preferred Partner,Standard (3-5 Days)
Core Supply Corp.,Appliance,Product,A+,91.1,1.6,10% Enterprise Vol,Next-Day Air
Omni Manufacturing Partners,Appliance,Product,B+,92.4,1.4,Net-30 Terms,2-Day Priority
Smart Industries Inc.,Appliance,Product,B,97.0,3.5,No Auth Discount,2-Day Priority
Core Solutions Co.,Appliance,Product,B+,94.0,1.0,Net-30 Terms,Next-Day Air
Titan Resources Inc.,Appliance,Product,A+,93.1,2.6,10% Enterprise Vol,2-Day Priority
Optimal Logistics Global,Appliance,Product,A,98.9,1.9,5% Preferred Partner,Next-Day Air
Dynamic Works Corp.,Appliance,Product,B+,96.1,1.6,Net-30 Terms,Next-Day Air
Core Tech Global,Appliance,Product,B+,98.7,1.2,Net-30 Terms,Standard (3-5 Days)
Unified Parts Group,Appliance,Product,A+,96.9,2.4,10% Enterprise Vol,Standard (3-5 Days)
Dynamic Networks International,Appliance,Product,B,90.7,3.7,No Auth Discount,Next-Day Air
Industrial Parts Ltd.,Appliance,Product,B,91.7,2.7,No Auth Discount,Standard (3-5 Days)
Summit Resources LLC,Appliance,Product,A+,91.1,3.6,10% Enterprise Vol,Standard (3-5 Days)
Optimal Engineering Solutions,Appliance,Product,A+,97.1,1.6,10% Enterprise Vol,Next-Day Air
Core Systems Ltd.,Appliance,Product,A+,90.6,2.6,10% Enterprise Vol,2-Day Priority
Omni Components Corp.,Appliance,Product,A+,91.2,1.2,10% Enterprise Vol,Standard (3-5 Days)
Smart Supply Partners,Appliance,Product,A+,90.8,3.8,10% Enterprise Vol,2-Day Priority
Rapid Systems Partners,Appliance,Product,A+,94.2,2.2,10% Enterprise Vol,Next-Day Air
Nexus Dynamics Solutions,Appliance,Product,B,94.9,3.9,No Auth Discount,Standard (3-5 Days)
Rapid Dynamics Solutions,Appliance,Product,B+,94.3,3.8,Net-30 Terms,2-Day Priority
Prime Logistics Partners,Appliance,Product,A+,91.4,1.4,10% Enterprise Vol,2-Day Priority
Global Enterprises Ltd.,Appliance,Product,B+,92.5,1.0,Net-30 Terms,Next-Day Air
Apex Networks Co.,Appliance,Product,B,95.4,3.9,No Auth Discount,Standard (3-5 Days)
Smart Services Solutions,Appliance,Product,B+,93.6,3.6,Net-30 Terms,Standard (3-5 Days)
Titan Systems Group,Appliance,Product,A+,96.5,3.0,10% Enterprise Vol,Standard (3-5 Days)
Eco Dynamics Partners,Appliance,Product,B+,91.7,1.2,Net-30 Terms,Standard (3-5 Days)
Prime Networks Corp.,Appliance,Product,A+,93.6,1.6,10% Enterprise Vol,Next-Day Air
Advanced Works Inc.,Appliance,Product,B,92.2,3.7,No Auth Discount,Next-Day Air
Precision Dynamics Inc.,Appliance,Product,A,94.6,2.1,5% Preferred Partner,Standard (3-5 Days)
Advanced Tech Corp.,Appliance,Product,A+,96.1,1.6,10% Enterprise Vol,Next-Day Air
Eco Manufacturing International,Appliance,Product,A+,90.0,1.0,10% Enterprise Vol,Next-Day Air
Optimal Manufacturing Ltd.,Appliance,Product,B,92.4,3.9,No Auth Discount,Standard (3-5 Days)
Elite Engineering Partners,Appliance,Product,A+,97.4,1.4,10% Enterprise Vol,2-Day Priority
Omni Logistics Co.,Appliance,Product,B+,94.5,1.0,Net-30 Terms,Next-Day Air
Structural Engineering Co.,Appliance,Product,A,98.2,3.7,5% Preferred Partner,Next-Day Air
Rapid Dynamics Corp.,Appliance,Product,A,93.8,3.3,5% Preferred Partner,Standard (3-5 Days)
Summit Supply Ltd.,Appliance,Product,A,91.5,3.5,5% Preferred Partner,2-Day Priority
Optimal Works Ltd.,Appliance,Product,A+,92.3,3.8,10% Enterprise Vol,2-Day Priority
Omni Dynamics Ltd.,Appliance,Product,B+,95.6,1.6,Net-30 Terms,Next-Day Air
Unified Enterprises Group,Appliance,Product,A,94.6,2.1,5% Preferred Partner,Standard (3-5 Days)
Smart Works Ltd.,Appliance,Product,B+,95.3,1.8,Net-30 Terms,Standard (3-5 Days)
Smart Services International,Appliance,Product,A,94.7,1.7,5% Preferred Partner,2-Day Priority
Optimal Parts Solutions,Mobile,Parts,B+,99.2,3.2,Net-30 Terms,2-Day Priority
Elite Services Global,Mobile,Parts,A+,91.5,3.0,10% Enterprise Vol,Standard (3-5 Days)
Apex Manufacturing Corp.,Mobile,Parts,B,98.0,2.5,No Auth Discount,Next-Day Air
Unified Networks Ltd.,Mobile,Parts,B+,90.2,1.2,Net-30 Terms,Standard (3-5 Days)
Advanced Components Solutions,Mobile,Parts,A,90.5,2.5,5% Preferred Partner,Next-Day Air
Rapid Solutions Co.,Mobile,Parts,A,95.6,1.1,5% Preferred Partner,2-Day Priority
Industrial Logistics Corp.,Mobile,Parts,B+,98.1,1.6,Net-30 Terms,Next-Day Air
Elite Dynamics Solutions,Mobile,Parts,A+,90.6,2.6,10% Enterprise Vol,2-Day Priority
Summit Supply International,Mobile,Parts,A,91.5,2.5,5% Preferred Partner,Next-Day Air
Industrial Works Inc.,Mobile,Parts,A,97.5,2.5,5% Preferred Partner,Next-Day Air
Vortex Tech Inc.,Mobile,Parts,A+,93.7,3.2,10% Enterprise Vol,2-Day Priority
Vortex Engineering LLC,Mobile,Parts,B,95.9,3.9,No Auth Discount,Standard (3-5 Days)
Eco Networks Group,Mobile,Parts,A,97.2,2.7,5% Preferred Partner,Standard (3-5 Days)
Vortex Parts Group,Mobile,Parts,B,97.6,1.1,No Auth Discount,2-Day Priority
Precision Manufacturing LLC,Mobile,Parts,A,92.4,3.9,5% Preferred Partner,Standard (3-5 Days)
Omni Components LLC,Mobile,Parts,A+,94.3,3.8,10% Enterprise Vol,2-Day Priority
Optimal Works Ltd.,Mobile,Parts,A+,92.3,3.8,10% Enterprise Vol,2-Day Priority
Omni Services Group,Mobile,Parts,B,97.3,2.3,No Auth Discount,2-Day Priority
Smart Resources LLC,Mobile,Parts,A+,96.7,3.2,10% Enterprise Vol,2-Day Priority
Optimal Systems Global,Mobile,Parts,B+,95.8,3.8,Net-30 Terms,2-Day Priority
Industrial Manufacturing Ltd.,Mobile,Parts,B+,98.7,3.2,Net-30 Terms,2-Day Priority
Unified Engineering International,Mobile,Parts,B,97.1,2.1,No Auth Discount,Standard (3-5 Days)
Dynamic Systems Ltd.,Mobile,Parts,B+,94.6,3.6,Net-30 Terms,Standard (3-5 Days)
Smart Systems Corp.,Mobile,Parts,B+,94.9,2.4,Net-30 Terms,Standard (3-5 Days)
Rapid Services International,Mobile,Parts,B+,92.7,1.2,Net-30 Terms,Standard (3-5 Days)
Nexus Dynamics Corp.,Mobile,Parts,A,96.9,2.9,5% Preferred Partner,2-Day Priority
Advanced Parts Solutions,Mobile,Parts,B,97.6,3.1,No Auth Discount,Next-Day Air
Core Tech Solutions,Mobile,Parts,B,92.5,2.5,No Auth Discount,Next-Day Air
Global Logistics LLC,Mobile,Parts,B+,94.5,2.0,Net-30 Terms,2-Day Priority
Rapid Dynamics Ltd.,Mobile,Parts,B,92.9,1.9,No Auth Discount,Next-Day Air
Advanced Parts Group,Mobile,Parts,B,90.4,1.9,No Auth Discount,Next-Day Air
Rapid Services Ltd.,Mobile,Parts,A+,95.5,2.0,10% Enterprise Vol,2-Day Priority
Dynamic Systems Corp.,Mobile,Parts,A+,92.8,2.8,10% Enterprise Vol,Next-Day Air
Omni Systems Global,Mobile,Parts,A,96.9,1.9,5% Preferred Partner,Next-Day Air
Optimal Enterprises LLC,Mobile,Parts,A,91.3,2.3,5% Preferred Partner,2-Day Priority
Rapid Networks Group,Mobile,Parts,B,97.1,1.1,No Auth Discount,2-Day Priority
Industrial Supply Corp.,Mobile,Parts,A,98.5,1.5,5% Preferred Partner,Standard (3-5 Days)
Advanced Dynamics International,Mobile,Parts,A,93.1,3.1,5% Preferred Partner,Next-Day Air
Omni Works Solutions,Mobile,Parts,A+,96.2,1.2,10% Enterprise Vol,Standard (3-5 Days)
Prime Services Ltd.,Mobile,Parts,B+,95.8,1.8,Net-30 Terms,Standard (3-5 Days)
Elite Industries Corp.,Mobile,Parts,A+,95.3,1.8,10% Enterprise Vol,Standard (3-5 Days)
Eco Systems International,Mobile,Parts,B,94.7,2.7,No Auth Discount,Standard (3-5 Days)
Summit Tech Group,Mobile,Parts,A+,96.6,1.6,10% Enterprise Vol,Next-Day Air
Prime Industries Partners,Mobile,Parts,B+,97.4,2.4,Net-30 Terms,Standard (3-5 Days)
Core Industries Ltd.,Mobile,Parts,B+,95.3,3.8,Net-30 Terms,2-Day Priority
Rapid Networks Global,Mobile,Parts,B+,96.3,2.8,Net-30 Terms,Next-Day Air
Prime Tech Solutions,Mobile,Parts,B+,92.8,3.8,Net-30 Terms,2-Day Priority
Advanced Components International,Mobile,Parts,B,95.0,2.5,No Auth Discount,Next-Day Air
Global Industries Partners,Mobile,Parts,B+,96.1,1.6,Net-30 Terms,Next-Day Air
Omni Parts Inc.,Mobile,Parts,B,98.3,3.3,No Auth Discount,Standard (3-5 Days)
Optimal Solutions Solutions,Mobile,Parts,A+,93.7,2.2,10% Enterprise Vol,Next-Day Air
Nexus Enterprises International,Mobile,Parts,B+,96.4,3.4,Net-30 Terms,Next-Day Air
Global Solutions LLC,Mobile,Parts,A+,93.3,2.8,10% Enterprise Vol,Next-Day Air
Apex Supply International,Mobile,Parts,B,97.1,3.1,No Auth Discount,Next-Day Air
Omni Resources Global,Mobile,Parts,A+,98.3,1.8,10% Enterprise Vol,Standard (3-5 Days)
Omni Logistics Ltd.,Mobile,Parts,B+,91.5,3.0,Net-30 Terms,Standard (3-5 Days)
Omni Engineering Group,Mobile,Parts,A,97.7,3.7,5% Preferred Partner,Next-Day Air
Precision Networks Inc.,Mobile,Parts,B+,98.0,3.0,Net-30 Terms,Standard (3-5 Days)
Vortex Systems International,Mobile,Parts,B+,94.3,3.8,Net-30 Terms,2-Day Priority
Dynamic Resources International,Mobile,Parts,A+,91.2,1.2,10% Enterprise Vol,Standard (3-5 Days)
Nexus Solutions International,Mobile,Parts,B+,96.9,1.4,Net-30 Terms,2-Day Priority
Eco Components LLC,Mobile,Parts,B,92.3,1.3,No Auth Discount,Next-Day Air
Structural Supply Partners,Mobile,Parts,A+,94.0,3.0,10% Enterprise Vol,Standard (3-5 Days)
Elite Systems Corp.,Mobile,Parts,A+,92.1,1.6,10% Enterprise Vol,Next-Day Air
Nexus Solutions Group,Mobile,Parts,A,91.5,1.5,5% Preferred Partner,Standard (3-5 Days)
Omni Systems International,Mobile,Parts,B,94.9,2.9,No Auth Discount,2-Day Priority
Unified Engineering Global,Mobile,Parts,A,94.6,2.1,5% Preferred Partner,Standard (3-5 Days)
Advanced Manufacturing Group,Mobile,Parts,B,95.7,3.7,No Auth Discount,Next-Day Air
Industrial Resources International,Mobile,Parts,A,91.8,3.3,5% Preferred Partner,Standard (3-5 Days)
Industrial Supply Partners,Mobile,Parts,B+,95.6,1.6,Net-30 Terms,Next-Day Air
Structural Solutions Inc.,Mobile,Parts,B+,96.5,3.0,Net-30 Terms,Standard (3-5 Days)
Dynamic Tech Solutions,Mobile,Parts,A,91.7,3.7,5% Preferred Partner,Next-Day Air
Summit Industries Group,Mobile,Parts,B+,91.0,2.0,Net-30 Terms,2-Day Priority
Optimal Engineering LLC,Mobile,Parts,A+,94.4,2.4,10% Enterprise Vol,Standard (3-5 Days)
Core Works Co.,Mobile,Parts,A+,94.0,3.0,10% Enterprise Vol,Standard (3-5 Days)
Omni Networks Global,Mobile,Parts,B,92.4,1.9,No Auth Discount,Next-Day Air
Summit Networks Solutions,Mobile,Parts,A+,96.0,2.0,10% Enterprise Vol,2-Day Priority
Nexus Manufacturing Ltd.,Mobile,Parts,A+,90.6,3.6,10% Enterprise Vol,Standard (3-5 Days)
Elite Dynamics Partners,Mobile,Parts,B,99.3,1.3,No Auth Discount,Next-Day Air
Apex Industries Global,Mobile,Parts,A+,93.5,1.0,10% Enterprise Vol,Next-Day Air
Core Supply Partners,Mobile,Parts,A,96.8,3.3,5% Preferred Partner,Standard (3-5 Days)
Core Supply Co.,Mobile,Parts,B,94.7,3.7,No Auth Discount,Next-Day Air
Nexus Logistics Inc.,Mobile,Parts,A,98.7,2.7,5% Preferred Partner,Standard (3-5 Days)
Industrial Dynamics Inc.,Mobile,Parts,A+,92.3,3.8,10% Enterprise Vol,2-Day Priority
Prime Solutions LLC,Mobile,Parts,A,99.0,3.5,5% Preferred Partner,2-Day Priority
Global Services Inc.,Mobile,Parts,B+,96.5,2.0,Net-30 Terms,2-Day Priority
Unified Services Partners,Mobile,Parts,B,98.2,3.7,No Auth Discount,Next-Day Air
Prime Resources Global,Mobile,Parts,A,90.6,3.1,5% Preferred Partner,Next-Day Air
Prime Supply LLC,Mobile,Parts,A,91.9,1.9,5% Preferred Partner,Next-Day Air
Titan Components Inc.,Mobile,Parts,A,92.6,2.1,5% Preferred Partner,Standard (3-5 Days)
Titan Dynamics Group,Mobile,Parts,B+,93.4,1.4,Net-30 Terms,2-Day Priority
Global Systems Solutions,Mobile,Parts,A,93.9,2.9,5% Preferred Partner,2-Day Priority
Apex Dynamics Solutions,Mobile,Parts,A+,96.9,2.4,10% Enterprise Vol,Standard (3-5 Days)
Optimal Systems International,Mobile,Parts,B,99.1,2.1,No Auth Discount,Standard (3-5 Days)
Eco Logistics LLC,Mobile,Parts,A,97.9,3.9,5% Preferred Partner,Standard (3-5 Days)
Structural Engineering LLC,Mobile,Parts,A+,91.6,3.6,10% Enterprise Vol,Standard (3-5 Days)
Rapid Logistics LLC,Mobile,Parts,A+,92.5,3.0,10% Enterprise Vol,Standard (3-5 Days)
Eco Manufacturing Inc.,Mobile,Parts,B,97.3,2.3,No Auth Discount,2-Day Priority
Eco Services Solutions,Mobile,Parts,B,94.9,3.9,No Auth Discount,Standard (3-5 Days)
Advanced Components Inc.,Mobile,Parts,B,90.0,2.5,No Auth Discount,Next-Day Air
Core Engineering Inc.,Mobile,Parts,B+,97.6,3.6,Net-30 Terms,Standard (3-5 Days)
Optimal Components Partners,Mobile,Parts,A+,95.8,3.8,10% Enterprise Vol,2-Day Priority
Optimal Systems Partners,Mobile,Parts,A,93.9,2.9,5% Preferred Partner,2-Day Priority
Nexus Solutions Solutions,Mobile,Parts,B,95.3,2.3,No Auth Discount,2-Day Priority
Titan Supply Co.,Mobile,Parts,A,96.0,2.5,5% Preferred Partner,Next-Day Air
Summit Logistics Group,Mobile,Parts,B,93.6,2.1,No Auth Discount,Standard (3-5 Days)
Advanced Supply LLC,Mobile,Parts,B,92.6,1.1,No Auth Discount,2-Day Priority
Precision Supply Global,Mobile,Parts,B,96.2,1.7,No Auth Discount,2-Day Priority
Smart Logistics Ltd.,Mobile,Parts,A,97.5,1.5,5% Preferred Partner,Standard (3-5 Days)
Dynamic Services Global,Mobile,Parts,B,92.4,1.9,No Auth Discount,Next-Day Air
Omni Manufacturing Inc.,Mobile,Parts,A+,91.4,2.4,10% Enterprise Vol,Standard (3-5 Days)
Advanced Dynamics Group,Mobile,Parts,B+,95.7,2.2,Net-30 Terms,Next-Day Air
Industrial Enterprises Global,Mobile,Parts,A+,99.0,3.0,10% Enterprise Vol,Standard (3-5 Days)
Core Industries Group,Mobile,Parts,A,91.2,2.7,5% Preferred Partner,Standard (3-5 Days)
Unified Systems LLC,Mobile,Parts,B,91.3,1.3,No Auth Discount,Next-Day Air
Structural Services Global,Mobile,Parts,B,96.4,2.9,No Auth Discount,2-Day Priority
Summit Dynamics Group,Mobile,Parts,A,90.1,2.1,5% Preferred Partner,Standard (3-5 Days)
Elite Networks Ltd.,Mobile,Parts,B+,91.0,2.0,Net-30 Terms,2-Day Priority
Structural Systems LLC,Mobile,Product,A,90.6,1.1,5% Preferred Partner,2-Day Priority
