part_number,brand,description,device_type,system,price_oem,in_stock,supplier,condition,base_price_raw
PRT_IND_PNE_0010_V,SMC,Precision Pressure Regulator,Industrial,Pneumatics,568.4,True,Grainger Industrial Supply,New,550
PRT_AUT_COO_0012_V,Gates,OEM Precision Thermostat,Automotive,Cooling,394.16,False,NAPA Auto Parts,New,395
PRT_AUT_CHA_0022_V,Eaton,7.2kW On-Board Charger,Automotive,Charging,1524.91,True,O'Reilly Auto Parts,Refurbished,2250
PRT_AUT_THR_0005_V,Denso,Electronic Throttle Body,Automotive,Throttle,190.62,False,AutoZone Commercial,Used,360
PRT_IND_CON_0014_V,Siemens,S7-1500 PLC CPU Module,Industrial,Control,1934.64,True,Fastenal,Certified Pre-Owned,2450
PRT_MOB_DIS_0014_V,Sharp,Retina XDR Display Assembly,Mobile,Display,310.55,True,iFixit Pro,Refurbished,450
PRT_IND_GEA_0008_V,Flender,Industrial Gearbox Assembly,Industrial,Gearbox,4202.55,True,Fastenal,New,4100
PRT_IND_HYD_0014_V,Bosch Rexroth,High-Pressure Hydraulic Pump,Industrial,Hydraulics,7549.7,True,Grainger Industrial Supply,Never Used (Old Stock),8100
PRT_AUT_THE_0011_V,Denso,High-Voltage Coolant Heater,Automotive,Thermal,778.88,False,NAPA Auto Parts,Used,1450
PRT_IND_BEA_0010_V,FAG,Cylindrical Roller Bearing (Large),Industrial,Bearings,1833.5,True,Motion Industries,New,1750
PRT_MOB_DIS_0015_V,Samsung Display,LTPO Pro-Grade OLED Panel,Mobile,Display,319.14,True,iFixit Pro,Refurbished,450
PRT_APP_MOT_0010_V,ABB,Brushless DC Circulator Motor,Appliance,Motor,384.96,False,Marcone Supply,New,370
PRT_AUT_THE_0012_V,Denso,High-Voltage Coolant Heater,Automotive,Thermal,951.82,False,Advance Auto Parts,Refurbished,1450
PRT_IND_HYD_0015_V,Bosch Rexroth,Hydraulic Accumulator,Industrial,Hydraulics,1828.67,True,Motion Industries,Certified Pre-Owned,2200
PRT_APP_HEA_0017_V,Samsung,Oven Main Support Board,Appliance,Heating,353.56,True,AppliancePartsPros,Certified Pre-Owned,420
PRT_APP_MOT_0011_V,Whirlpool,Direct-Drive Induction Motor,Appliance,Motor,480.25,False,Sears PartsDirect,Certified Pre-Owned,585
PRT_MOB_POW_0010_V,Analog Devices,Voltage Regulator Module,Mobile,Power Management,209.56,True,iFixit Pro,New,215
PRT_APP_HEA_0018_V,Samsung,Smart Inverter Control Board,Appliance,Heating,288.29,False,Sears PartsDirect,Refurbished,420
PRT_MOB_BIO_0007_V,STMicro,TrueDepth Camera Array,Mobile,Biometrics,436.67,True,Digi-Key Electronics,New,430
PRT_MOB_CHA_0008_V,TDK,MagSafe Wireless Coil Assembly,Mobile,Charging,108.26,False,MobileSentrix,Certified Pre-Owned,128
PRT_AUT_EMI_0010_V,Bosch,EVAP Canister Purge Valve,Automotive,Emissions,163.95,True,O'Reilly Auto Parts,Never Used (Old Stock),180
PRT_MOB_BIO_0008_V,STMicro,TrueDepth Camera Array,Mobile,Biometrics,389.15,True,Mouser Electronics,Never Used (Old Stock),430
PRT_APP_REF_0008_V,Embraco,Scroll Compressor Start Relay,Appliance,Refrigeration,408.18,False,Sears PartsDirect,New,395
PRT_APP_SEN_0009_V,Elpida,NTC Thermistor (OEM),Appliance,Sensor,52.34,True,AppliancePartsPros,New,55
PRT_AUT_THE_0013_V,Denso,High-Voltage Coolant Heater,Automotive,Thermal,1480.8,False,AutoZone Commercial,New,1450
PRT_AUT_SAF_0010_V,ZF,SRS Airbag Module,Automotive,Safety,1885.37,True,NAPA Auto Parts,New,1800
PRT_APP_LAT_0009_V,Sirai,Magnetic Door Lock Solenoid,Appliance,Latch,64.98,True,Sears PartsDirect,Refurbished,95
PRT_IND_HYD_0016_V,Gates,Hydraulic Line Pressure Hose (HP),Industrial,Hydraulics,1126.51,False,Fastenal,New,1150
PRT_MOB_BIO_0009_V,Qualcomm,Under-Display Fingerprint Sensor,Mobile,Biometrics,148.05,True,iFixit Pro,Refurbished,220
PRT_APP_DIS_0008_V,LG,LCD Touch Control Panel,Appliance,Display,104.25,True,Sears PartsDirect,Refurbished,158
PRT_AUT_FUE_0008_V,Delphi,High-Pressure Fuel Pump (EV),Automotive,Fuel System,742.41,True,O'Reilly Auto Parts,Certified Pre-Owned,950
PRT_IND_HYD_0017_V,Bosch Rexroth,Hydraulic Accumulator,Industrial,Hydraulics,1966.98,True,Motion Industries,Never Used (Old Stock),2200
PRT_MOB_BAT_0010_V,Panasonic,3700mAh Flagship Battery Cell,Mobile,Battery,71.35,True,MobileSentrix,Certified Pre-Owned,88
PRT_MOB_POW_0011_V,Analog Devices,Voltage Regulator Module,Mobile,Power Management,181.36,True,Mouser Electronics,Certified Pre-Owned,215
PRT_APP_HEA_0019_V,Samsung,Smart Inverter Control Board,Appliance,Heating,402.1,False,AppliancePartsPros,New,420
PRT_IND_CON_0015_V,Omron,S7-1500 PLC CPU Module,Industrial,Control,1305.33,True,Motion Industries,Used,2350
PRT_MOB_BIO_0010_V,STMicro,TrueDepth Camera Array,Mobile,Biometrics,408.77,True,iFixit Pro,New,430
PRT_AUT_EMI_0011_V,Bosch,EVAP Canister Purge Valve,Automotive,Emissions,178.15,True,Advance Auto Parts,New,180
PRT_IND_SEA_0007_V,Trelleborg,High-Pressure Rotary Seal Kit,Industrial,Seals,948.78,True,Global Industrial,Certified Pre-Owned,1150
PRT_AUT_EXH_0008_V,Denso,Lambda / O2 Sensor,Automotive,Exhaust,70.96,True,AutoZone Commercial,Certified Pre-Owned,88
PRT_AUT_COO_0013_V,Bosch,OEM Precision Thermostat,Automotive,Cooling,329.8,True,NAPA Auto Parts,Certified Pre-Owned,420
PRT_IND_SEA_0008_V,NOK,Shaft Lip Seal Set,Industrial,Seals,259.4,False,Grainger Industrial Supply,New,270
PRT_AUT_CHA_0023_V,Ferodo,Ceramic Composite Brake Pad Set,Automotive,Chassis,1094.96,False,Advance Auto Parts,New,1100
PRT_APP_REF_0009_V,Tecumseh,Scroll Compressor Start Relay,Appliance,Refrigeration,326.77,True,RepairClinic,Certified Pre-Owned,410
PRT_AUT_COO_0014_V,Mishimoto,Performance Radiator Core,Automotive,Cooling,637.85,True,AutoZone Commercial,New,650
PRT_APP_ICE_0008_V,Whirlpool,Ice Level Optical Sensor,Appliance,Ice System,51.11,True,RepairClinic,Certified Pre-Owned,65
PRT_APP_CON_0008_V,LG,Main Control Board,Appliance,Control,345.45,False,Marcone Supply,Never Used (Old Stock),380
PRT_AUT_EXH_0009_V,Magneti-Marelli,Catalytic Converter (OEM Spec),Automotive,Exhaust,1904.84,True,AutoZone Commercial,New,1950
PRT_AUT_COO_0015_V,Gates,OEM Precision Thermostat,Automotive,Cooling,404.28,False,O'Reilly Auto Parts,New,395
PRT_IND_HYD_0018_V,Bosch Rexroth,High-Pressure Hydraulic Pump,Industrial,Hydraulics,6720.36,True,Global Industrial,Certified Pre-Owned,8100
PRT_IND_GEA_0009_V,Wittenstein,Planetary Reduction Gearhead,Industrial,Gearbox,2291.18,True,Global Industrial,Never Used (Old Stock),2450
PRT_APP_FAN_0009_V,Nidec,Condenser Fan Motor,Appliance,Fan,95.65,True,RepairClinic,Refurbished,145
PRT_IND_DRI_0008_V,Mitsubishi,Servo Drive Amplifier,Industrial,Drive,2868.54,True,Grainger Industrial Supply,Refurbished,4300
PRT_APP_CON_0009_V,Whirlpool,Main Control Board,Appliance,Control,305.91,True,RepairClinic,Certified Pre-Owned,372
PRT_IND_HYD_0019_V,Gates,Hydraulic Line Pressure Hose (HP),Industrial,Hydraulics,1192.38,False,Global Industrial,New,1150
PRT_MOB_PRO_0007_V,Apple Certified,A17 Pro Bionic Logic Board,Mobile,Processor,617.99,True,iFixit Pro,Certified Pre-Owned,720
PRT_APP_LAT_0010_V,Whirlpool,Door Latch / Interlock Assembly,Appliance,Latch,185.44,False,Marcone Supply,Certified Pre-Owned,220
PRT_IND_VFD_0016_V,Rockwell,60Hz Active VFD Inverter,Industrial,VFD,12407.14,False,Global Industrial,New,12000
PRT_AUT_FUE_0009_V,Bosch,High-Pressure Fuel Pump (EV),Automotive,Fuel System,602.88,False,O'Reilly Auto Parts,Refurbished,880
PRT_APP_HEA_0020_V,Samsung,Oven Main Support Board,Appliance,Heating,371.67,True,Sears PartsDirect,Never Used (Old Stock),420
PRT_APP_WAT_0012_V,Gems Sensors,Water Level Pressure Switch,Appliance,Water System,67.52,True,AppliancePartsPros,New,65
PRT_MOB_CHA_0009_V,TDK,MagSafe Wireless Coil Assembly,Mobile,Charging,126.5,False,MobileSentrix,New,128
PRT_MOB_POW_0012_V,Analog Devices,Voltage Regulator Module,Mobile,Power Management,209.84,True,Digi-Key Electronics,New,215
PRT_MOB_NET_0010_V,Murata,Wi-Fi 7 Antenna Assembly,Mobile,Networking,139.05,False,Mouser Electronics,Certified Pre-Owned,178
PRT_AUT_POW_0015_V,BorgWarner,High-Voltage Inverter Plate,Automotive,Power Train,6233.54,True,Advance Auto Parts,New,6200
PRT_IND_VIB_0007_V,SKF,Continuous Online Vibration Monitor,Industrial,Vibration,1873.84,True,Grainger Industrial Supply,Refurbished,2800
PRT_APP_ICE_0009_V,Samsung,Ice Level Optical Sensor,Appliance,Ice System,53.81,False,Marcone Supply,Never Used (Old Stock),62
PRT_AUT_ENG_0016_V,Bosch,Silver-Electrode Spark Plug (BMW),Automotive,Engine,23.52,True,AutoZone Commercial,Used,45
PRT_APP_SEN_0010_V,Semitec,NTC Thermistor (OEM),Appliance,Sensor,43.95,True,Sears PartsDirect,Never Used (Old Stock),50
PRT_APP_DRA_0007_V,Fluid Systems,Drain Valves (Dual-Port),Appliance,Drainage,55.28,False,Marcone Supply,Refurbished,85
PRT_AUT_CHA_0024_V,Brembo,6-Piston Aluminum Caliper,Automotive,Chassis,1885.42,True,AutoZone Commercial,New,1850
PRT_IND_VFD_0017_V,Siemens,VFD Thyristor Stack,Industrial,VFD,2517.24,True,Grainger Industrial Supply,New,2450
PRT_AUT_BRA_0009_V,Delphi,ABS Wheel Speed Sensor,Automotive,Brakes,255.81,True,NAPA Auto Parts,New,255
PRT_APP_DIS_0009_V,Sharp Display,LCD Touch Control Panel,Appliance,Display,156.12,True,Sears PartsDirect,New,162
PRT_IND_GEA_0010_V,Flender,Industrial Gearbox Assembly,Industrial,Gearbox,3925.99,True,Global Industrial,New,4100
PRT_AUT_THE_0014_V,Modine,High-Voltage Coolant Heater,Automotive,Thermal,1418.42,True,Advance Auto Parts,New,1380
PRT_AUT_ENG_0017_V,Delphi,Direct Fuel Injector (ICE),Automotive,Engine,326.54,True,Advance Auto Parts,New,330
PRT_AUT_THE_0015_V,Mahle,Thermal Management Module,Automotive,Thermal,1013.24,True,NAPA Auto Parts,New,1050
PRT_AUT_CHA_0025_V,Ferodo,Ceramic Composite Brake Pad Set,Automotive,Chassis,1146.49,False,Advance Auto Parts,New,1100
PRT_APP_SEA_0008_V,Frigidaire,Refrigerator Door Gasket Seal,Appliance,Seals,65.73,True,AppliancePartsPros,Certified Pre-Owned,78
PRT_MOB_NET_0011_V,Murata,Wi-Fi 7 Antenna Assembly,Mobile,Networking,176.84,False,iFixit Pro,New,178
PRT_AUT_EMI_0012_V,ACDelco,EVAP Canister Purge Valve,Automotive,Emissions,161.88,False,O'Reilly Auto Parts,New,160
PRT_AUT_CHA_0026_V,Eaton,7.2kW On-Board Charger,Automotive,Charging,2312.79,True,NAPA Auto Parts,New,2250
PRT_AUT_CHA_0027_V,Eaton,7.2kW On-Board Charger,Automotive,Charging,2003.91,True,Advance Auto Parts,Never Used (Old Stock),2250
PRT_APP_LAT_0011_V,Fisher & Paykel,Door Latch / Interlock Assembly,Appliance,Latch,202.26,True,Sears PartsDirect,New,205
